title,ingredients
Beef pasta bake,"['225g pasta', '450g lean minced beef', '1 onion, chopped', '400g tomato-based pasta sauce with mushrooms, such as Dolmio', '1 teaspoon salt', '1/4 teaspoon black pepper', '1/4 teaspoon ground cinnamon', '225g cottage cheese', '50g chopped spring onions', '60g grated Cheddar cheese']"
