title,ingredients
Apple onion chutney,"['1 tablespoon olive oil', '500g red onions - peeled and chopped', '500g apples - peeled, cored and chopped', '300ml red wine vinegar', '100g granulated sugar', '200g dark brown soft sugar', '1 teaspoon ground cinnamon', '1/2 teaspoon ground nutmeg', '1/4 teaspoon ground allspice', '1/4 teaspoon cayenne pepper or chilli powder', '1 pinch salt']"
