title,ingredients
Mum's Chicken Marengo,"['4 chicken joints (skin removed)', '1 tin Heinz cream of tomato soup', '1 handful chopped herbs (basil and thyme)', '1 fresh tomato (diced)', '1 clove garlic (chopped)', '3-4 shallots (chopped)', '1 cup white wine', '100g sliced mushrooms', '3 tablespoon olive oil', '2 tablespoon plain flour', 'Salt and pepper']"
