title,ingredients
Cheap and easy tomato sauce for pasta or Bolognese,"['1 (400g) tin chopped tomatoes', '2 gloves of garlic', '4 tablespoons tomato puree', '1 tablespoon oil', '2 rashers streaky bacon (or any you have; optional)', '20 cheap black olives, halved (optional)', '1 tablespoon dried mixed herbs (or fresh)', 'pepper to taste']"
