title,ingredients
Chunky chocolate fudge,"['110g butter', '110g caster sugar', '1 egg, beaten', '1 tablespoon cocoa', '100g chopped walnuts', '140g sultanas', '200g Rich tea® biscuits, broken up or crushed', 'about 225g milk or plain chocolate, melted', 'chopped nuts']"
