title,ingredients
Honeyed beef stew,"['2 tablespoons vegetable oil', '1kg beef stewing steak, trimmed and diced', '1 large onion, chopped', '1 green pepper, chopped', '3 sticks celery, chopped', '2 large carrots, peeled and sliced', '2 tablespoons honey', '2 tablespoons fresh lemon juice', '2 teaspoons English mustard', '4 tablespoons ketchup', '500ml water', 'salt and freshly ground pepper to taste']"
