title,ingredients
Shepherd's Pie Made with Leftovers,"['400g shoulder of lamb leftovers, roughly chopped', '2 leeks, sliced', '2 cloves garlic, minced', '2 tablespoons Worcestershire sauce', '2 tablespoons ketchup', '250ml red wine', '200ml chicken stock', '500g leftover mashed potato', '2 tablespoons olive oil', 'sea salt and freshly ground pepper']"
