title,ingredients
Chicken fried rice with fresh coriander and basil,"['350g basmati rice', '4 tablespoons olive oil', '5 cloves garlic, very finely chopped', '1 red chilli, very finely chopped', '2 chicken breasts, cut into small cubes', '1 teaspoon sugar, or to taste', '1 1/2 tablespoons fish sauce, or to taste', '1 1/2 tablespoons soy sauce, or to taste', '4 spring onions, sliced', '1/2 bunch fresh basil, chopped', '1/2 bunch fresh coriander, chopped', 'salt, to taste']"
