title,ingredients
Diana's roasted garlic tzatziki,"['1 (500g) tub Greek yoghurt', '1 cucumber', '5 cloves roasted garlic, mashed', '2 tablespoons lemon juice', '15 fresh mint leaves, chopped', '2 tablespoons olive oil', 'salt to taste']"
