title,ingredients
Pear and apple chutney,"['7 tart apples - peeled, cored, and finely chopped', '9 ripe pears - peeled, cored, and finely chopped', '4 shallots, chopped', '2 to 4 teaspoons grated root ginger', '250ml cider vinegar', '100g granulated sugar', '100g dark brown soft sugar', '1/2 teaspoon white pepper', '1/2 teaspoon ground cardamom', '1/4 teaspoon ground nutmeg', '1 pinch ground cloves']"
