title,ingredients
Best chocolate fudge,"['300g caster sugar', '125ml milk', '90g butter', '3 to 5 tablespoons cocoa (unsweetened)', '1/8 teaspoon bicarb of soda', '1 teaspoon vanilla extract', '3 tablespoons peanut butter (optional; smooth or crunchy)']"
