title,ingredients
Roast pork fillet with butternut squash and apple,"['3 tablespoons olive oil, divided', '2 tablespoons honey', '2 teaspoons salt, divided', '2 teaspoons dried sage, divided', '1 teaspoon freshly ground black pepper, divided', '1 pork fillet, trimmed of fat', '700g butternut squash cubes', '2 Granny Smith apples, cut into 2cm wedges', '1 onion, sliced']"
