title,ingredients
Curry Spiced Quinoa,"['2 tablespoons olive oil or as needed', '1 small onion, diced', '2 cloves garlic, finely chopped', '170g quinoa', '500ml chicken stock', '1 tablespoon curry powder or to taste', 'chilli powder to taste', 'salt and pepper to taste']"
