title,ingredients
Carbonara with Mint and Courgette,"['450g penne pasta', '1 egg', '100ml double cream', '12 rashers pancetta or streaky bacon, chopped', '3 courgettes', '2 handfuls freshly grated Parmesan cheese', 'salt and pepper to taste', '2 sprigs mint leaves, picked and finely sliced']"
