title,ingredients
Caramelised onion chutney,"['7 medium red onions', '2 medium shallots', '1 medium white onion', '1 sweet pepper (red or orange; grilled until black, peeled, seeded and diced)', '1 red chilli, seeded and diced', '270ml balsamic vinegar', '50ml red wine vinegar', '220g dark brown sugar', '7cm stick cinnamon', '2 fresh bay leaves', '1 large sprig of rosemary, leaves picked and chopped', 'olive oil']"
