title,ingredients
Pork with Peach Salsa and Black Beans,"['1 whole pork fillet, cubed', 'salt and freshly ground black pepper to taste', '4 tablespoons polenta', '1 tablespoon olive oil', '4 tablespoons beer', '1 (270g) jar salsa, such as Discovery', '1 (410g) tin peach slices in juice, drained', '1/2 (400g) tin black beans; drained and liquid reserved', 'handful chopped fresh coriander']"
