title,ingredients
Fresh blackberry jam,"['575g blackberries', '200g granulated sugar', '2 tablespoons cornflour', '1/4 teaspoon ground cinnamon', '1/4 teaspoon ground allspice', '1/2 teaspoon lemon juice']"
