title,ingredients
Vegetable stir fry with ginger,"['1 head broccoli, cut into florets', '1 carrot, peeled and cut into thin strips', '1 onion, finely chopped', '1 tablespoon cornflour', '1 tablespoon soy sauce', '100g frozen green beans, cut in half', '2 pinches salt', '200g sugar snap peas', '1 (3cm) ginger root, finely chopped, divided', '3 small garlic cloves, crushed', '3 tablespoons water', '4 tablespoons vegetable oil, divided']"
