title,ingredients
Grilled vegetable couscous with chilled tomato sauce,"['250 g (9 oz) couscous', '3 red peppers', '200 g (7 oz) leeks', '200 g (7 oz) courgettes', '150 g (5½ oz) fennel', '1 tablespoon olive oil', 'Juice of 2 lemons', '8 fresh mint leaves, shredded', '2 tablespoons chopped fresh parsley', 'Salt and black pepper', 'For the sauce', '2 tablespoons sherry vinegar or white wine vinegar', '4 teaspoons caster sugar', '700 ml (1 pint 5 fl oz) tomato passata', '450 g (1 lb) plum tomatoes', '2 tablespoons chopped fresh basil', 'To garnish: 200 g (7 oz) Greek yoghurt; fresh basil leaves']"
