title,ingredients,calories
Mexican Strawberry Water (Agua de Fresa),"['4 cups strawberries, sliced', '1 cup white sugar', '8 cups cold water', '1 lime, cut into 8 wedges (optional)', '8 fresh mint sprigs (optional)']",100cals
